Format Version,1.22,Take Name,hw3_v2_B_007,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,29 Dec 1969 01:14:18 +0800,Total Frames in Take,701,Total Exported Frames,701,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
7,0.019444,,,,,,,,-0.056083,-0.067830,0.059673,-0.994330,-0.880410,0.172282,0.715886
8,0.022222,,,,,,,,-0.056109,-0.067800,0.059698,-0.994330,-0.880400,0.172289,0.715881
9,0.025000,,,,,,,,-0.056097,-0.067800,0.059673,-0.994332,-0.880415,0.172293,0.715882
10,0.027778,,,,,,,,-0.056134,-0.067772,0.059712,-0.994329,-0.880404,0.172286,0.715888
11,0.030556,,,,,,,,-0.056138,-0.067771,0.059697,-0.994330,-0.880401,0.172288,0.715882
12,0.033333,,,,,,,,-0.056100,-0.067807,0.059670,-0.994331,-0.880416,0.172277,0.715882
13,0.036111,,,,,,,,-0.056110,-0.067800,0.059686,-0.994330,-0.880399,0.172296,0.715889
14,0.038889,,,,,,,,-0.056098,-0.067799,0.059659,-0.994333,-0.880409,0.172289,0.715893
15,0.041667,,,,,,,,-0.056128,-0.067814,0.059701,-0.994327,-0.880410,0.172290,0.715894
16,0.044444,,,,,,,,-0.056131,-0.067780,0.059698,-0.994330,-0.880397,0.172297,0.715889
17,0.047222,,,,,,,,-0.056128,-0.067798,0.059708,-0.994328,-0.880396,0.172299,0.715888
18,0.050000,,,,,,,,-0.056036,-0.067706,0.059797,-0.994334,-0.880345,0.172238,0.715843
19,0.052778,,,,,,,,-0.056128,-0.067800,0.059716,-0.994327,-0.880394,0.172301,0.715890
20,0.055556,,,,,,,,-0.056131,-0.067804,0.059707,-0.994327,-0.880395,0.172305,0.715886
21,0.058333,,,,,,,,-0.056120,-0.067781,0.059693,-0.994330,-0.880398,0.172304,0.715890
22,0.061111,,,,,,,,-0.056134,-0.067796,0.059702,-0.994328,-0.880399,0.172303,0.715890
23,0.063889,,,,,,,,-0.056128,-0.067786,0.059694,-0.994330,-0.880403,0.172292,0.715887
24,0.066667,,,,,,,,-0.056259,-0.067825,0.059654,-0.994322,-0.880373,0.172253,0.715861
25,0.069444,,,,,,,,-0.056142,-0.067795,0.059697,-0.994328,-0.880394,0.172292,0.715885
26,0.072222,,,,,,,,-0.056104,-0.067826,0.059694,-0.994328,-0.880412,0.172293,0.715893
27,0.075000,,,,,,,,-0.056101,-0.067807,0.059660,-0.994332,-0.880412,0.172289,0.715887
28,0.077778,,,,,,,,-0.056096,-0.067801,0.059685,-0.994331,-0.880411,0.172296,0.715882
29,0.080556,,,,,,,,-0.056094,-0.067804,0.059657,-0.994333,-0.880407,0.172291,0.715891
30,0.083333,,,,,,,,-0.056121,-0.067773,0.059675,-0.994332,-0.880398,0.172291,0.715886
31,0.086111,,,,,,,,-0.056132,-0.067789,0.059684,-0.994330,-0.880395,0.172291,0.715886
32,0.088889,,,,,,,,-0.056125,-0.067806,0.059690,-0.994329,-0.880399,0.172291,0.715885
33,0.091667,,,,,,,,-0.056138,-0.067806,0.059708,-0.994327,-0.880395,0.172294,0.715894
34,0.094444,,,,,,,,-0.056118,-0.067789,0.059675,-0.994331,-0.880398,0.172289,0.715891
35,0.097222,,,,,,,,-0.056115,-0.067798,0.059700,-0.994329,-0.880393,0.172298,0.715890
36,0.100000,,,,,,,,-0.056116,-0.067806,0.059687,-0.994329,-0.880407,0.172290,0.715892
37,0.102778,,,,,,,,-0.056109,-0.067817,0.059685,-0.994329,-0.880404,0.172292,0.715888
38,0.105556,,,,,,,,-0.056141,-0.067788,0.059724,-0.994327,-0.880391,0.172297,0.715889
39,0.108333,,,,,,,,-0.056118,-0.067790,0.059693,-0.994330,-0.880399,0.172298,0.715885
40,0.111111,,,,,,,,-0.056026,-0.067926,0.059615,-0.994331,-0.880445,0.172311,0.715887
41,0.113889,,,,,,,,-0.056109,-0.067794,0.059684,-0.994331,-0.880398,0.172301,0.715884
42,0.116667,,,,,,,,-0.056110,-0.067803,0.059676,-0.994331,-0.880407,0.172289,0.715892
43,0.119444,,,,,,,,-0.056119,-0.067795,0.059690,-0.994330,-0.880408,0.172292,0.715892
44,0.122222,,,,,,,,-0.056134,-0.067783,0.059686,-0.994330,-0.880399,0.172292,0.715890
45,0.125000,,,,,,,,-0.056109,-0.067805,0.059680,-0.994330,-0.880405,0.172294,0.715890
46,0.127778,,,,,,,,-0.056142,-0.067769,0.059685,-0.994331,-0.880393,0.172305,0.715884
47,0.130556,,,,,,,,-0.056119,-0.067793,0.059669,-0.994331,-0.880408,0.172294,0.715888
48,0.133333,,,,,,,,-0.056120,-0.067795,0.059704,-0.994329,-0.880400,0.172299,0.715888
49,0.136111,,,,,,,,-0.056109,-0.067799,0.059694,-0.994330,-0.880409,0.172301,0.715892
50,0.138889,,,,,,,,-0.056113,-0.067807,0.059725,-0.994327,-0.880397,0.172296,0.715892
51,0.141667,,,,,,,,-0.056134,-0.067790,0.059714,-0.994328,-0.880403,0.172293,0.715880
52,0.144444,,,,,,,,-0.056130,-0.067784,0.059679,-0.994331,-0.880399,0.172304,0.715884
53,0.147222,,,,,,,,-0.056142,-0.067810,0.059718,-0.994326,-0.880403,0.172296,0.715885
54,0.150000,,,,,,,,-0.056114,-0.067782,0.059688,-0.994331,-0.880397,0.172294,0.715891
55,0.152778,,,,,,,,-0.056038,-0.067904,0.059604,-0.994332,-0.880449,0.172295,0.715881
56,0.155556,,,,,,,,-0.056124,-0.067805,0.059665,-0.994330,-0.880408,0.172285,0.715893
57,0.158333,,,,,,,,-0.056117,-0.067782,0.059676,-0.994332,-0.880404,0.172294,0.715891
58,0.161111,,,,,,,,-0.056132,-0.067786,0.059669,-0.994331,-0.880400,0.172292,0.715886
59,0.163889,,,,,,,,-0.056095,-0.067792,0.059664,-0.994333,-0.880412,0.172291,0.715893
60,0.166667,,,,,,,,-0.056137,-0.067785,0.059689,-0.994330,-0.880398,0.172292,0.715888
61,0.169444,,,,,,,,-0.056114,-0.067820,0.059691,-0.994328,-0.880406,0.172298,0.715895
62,0.172222,,,,,,,,-0.056110,-0.067798,0.059689,-0.994330,-0.880408,0.172291,0.715887
63,0.175000,,,,,,,,-0.056119,-0.067784,0.059699,-0.994330,-0.880405,0.172289,0.715884
64,0.177778,,,,,,,,-0.056098,-0.067811,0.059684,-0.994330,-0.880406,0.172300,0.715891
65,0.180556,,,,,,,,-0.056082,-0.067756,0.059748,-0.994331,-0.880373,0.172271,0.715869
66,0.183333,,,,,,,,-0.056087,-0.067801,0.059676,-0.994332,-0.880407,0.172294,0.715886
67,0.186111,,,,,,,,-0.056092,-0.067822,0.059666,-0.994331,-0.880406,0.172291,0.715885
68,0.188889,,,,,,,,-0.056133,-0.067800,0.059690,-0.994329,-0.880398,0.172301,0.715883
69,0.191667,,,,,,,,-0.056074,-0.067919,0.059614,-0.994328,-0.880447,0.172315,0.715878
70,0.194444,,,,,,,,-0.056118,-0.067796,0.059690,-0.994330,-0.880402,0.172307,0.715881
71,0.197222,,,,,,,,-0.056087,-0.067808,0.059675,-0.994332,-0.880408,0.172304,0.715892
72,0.200000,,,,,,,,-0.056109,-0.067781,0.059685,-0.994332,-0.880401,0.172300,0.715888
73,0.202778,,,,,,,,-0.056105,-0.067807,0.059671,-0.994331,-0.880414,0.172300,0.715888
74,0.205556,,,,,,,,-0.056098,-0.067832,0.059677,-0.994329,-0.880408,0.172291,0.715893
75,0.208333,,,,,,,,-0.056142,-0.067770,0.059681,-0.994331,-0.880404,0.172290,0.715893
76,0.211111,,,,,,,,-0.056137,-0.067780,0.059683,-0.994330,-0.880408,0.172282,0.715888
77,0.213889,,,,,,,,-0.056156,-0.067766,0.059687,-0.994330,-0.880400,0.172289,0.715889
78,0.216667,,,,,,,,-0.056125,-0.067792,0.059685,-0.994330,-0.880408,0.172285,0.715893
79,0.219444,,,,,,,,-0.056113,-0.067810,0.059703,-0.994328,-0.880396,0.172290,0.715889
80,0.222222,,,,,,,,-0.056136,-0.067791,0.059720,-0.994327,-0.880400,0.172291,0.715885
81,0.225000,,,,,,,,-0.056148,-0.067781,0.059711,-0.994328,-0.880395,0.172301,0.715892
82,0.227778,,,,,,,,-0.056103,-0.067807,0.059673,-0.994331,-0.880408,0.172287,0.715891
83,0.230556,,,,,,,,-0.056095,-0.067800,0.059644,-0.994333,-0.880409,0.172284,0.715893
84,0.233333,,,,,,,,-0.056128,-0.067786,0.059695,-0.994330,-0.880400,0.172288,0.715888
85,0.236111,,,,,,,,-0.056247,-0.067839,0.059683,-0.994320,-0.880382,0.172245,0.715864
86,0.238889,,,,,,,,-0.056112,-0.067825,0.059678,-0.994329,-0.880403,0.172295,0.715884
87,0.241667,,,,,,,,-0.056106,-0.067790,0.059690,-0.994331,-0.880400,0.172308,0.715887
88,0.244444,,,,,,,,-0.056094,-0.067800,0.059646,-0.994333,-0.880413,0.172302,0.715886
89,0.247222,,,,,,,,-0.056112,-0.067812,0.059671,-0.994330,-0.880409,0.172297,0.715895
90,0.250000,,,,,,,,-0.056115,-0.067803,0.059681,-0.994330,-0.880413,0.172299,0.715894
91,0.252778,,,,,,,,-0.056139,-0.067779,0.059710,-0.994328,-0.880402,0.172304,0.715887
92,0.255556,,,,,,,,-0.056111,-0.067824,0.059705,-0.994327,-0.880411,0.172295,0.715887
93,0.258333,,,,,,,,-0.056103,-0.067823,0.059700,-0.994328,-0.880422,0.172292,0.715879
94,0.261111,,,,,,,,-0.056123,-0.067790,0.059703,-0.994329,-0.880403,0.172298,0.715885
95,0.263889,,,,,,,,-0.056108,-0.067814,0.059708,-0.994328,-0.880405,0.172298,0.715892
96,0.266667,,,,,,,,-0.056124,-0.067787,0.059691,-0.994330,-0.880397,0.172294,0.715883
97,0.269444,,,,,,,,-0.056138,-0.067781,0.059711,-0.994328,-0.880394,0.172295,0.715885
98,0.272222,,,,,,,,-0.056180,-0.067939,0.059626,-0.994320,-0.880417,0.172255,0.715859
99,0.275000,,,,,,,,-0.056125,-0.067809,0.059661,-0.994330,-0.880401,0.172289,0.715884
100,0.277778,,,,,,,,-0.056106,-0.067810,0.059668,-0.994331,-0.880410,0.172282,0.715893
101,0.280556,,,,,,,,-0.056130,-0.067785,0.059693,-0.994330,-0.880396,0.172292,0.715888
102,0.283333,,,,,,,,-0.056141,-0.067769,0.059708,-0.994329,-0.880394,0.172298,0.715892
103,0.286111,,,,,,,,,,,,,,
104,0.288889,,,,,,,,,,,,,,
105,0.291667,,,,,,,,-0.056250,-0.067843,0.059674,-0.994320,-0.880390,0.172239,0.715866
106,0.294444,,,,,,,,-0.056145,-0.067808,0.059699,-0.994327,-0.880402,0.172282,0.715883
107,0.297222,,,,,,,,-0.056140,-0.067774,0.059706,-0.994329,-0.880403,0.172288,0.715890
108,0.300000,,,,,,,,-0.056105,-0.067804,0.059678,-0.994331,-0.880407,0.172294,0.715891
109,0.302778,,,,,,,,-0.056102,-0.067788,0.059678,-0.994332,-0.880400,0.172303,0.715890
110,0.305556,,,,,,,,-0.056112,-0.067813,0.059697,-0.994329,-0.880408,0.172307,0.715892
111,0.308333,,,,,,,,-0.056130,-0.067781,0.059710,-0.994329,-0.880404,0.172310,0.715886
112,0.311111,,,,,,,,-0.056121,-0.067787,0.059694,-0.994330,-0.880400,0.172304,0.715885
113,0.313889,,,,,,,,-0.056117,-0.067798,0.059690,-0.994330,-0.880398,0.172306,0.715884
114,0.316667,,,,,,,,-0.056139,-0.067779,0.059697,-0.994329,-0.880401,0.172300,0.715884
115,0.319444,,,,,,,,-0.056126,-0.067778,0.059682,-0.994331,-0.880400,0.172297,0.715881
116,0.322222,,,,,,,,-0.056110,-0.067809,0.059674,-0.994330,-0.880408,0.172297,0.715879
117,0.325000,,,,,,,,-0.056124,-0.067796,0.059682,-0.994330,-0.880396,0.172293,0.715881
118,0.327778,,,,,,,,-0.056137,-0.067787,0.059716,-0.994328,-0.880398,0.172292,0.715883
119,0.330556,,,,,,,,-0.056116,-0.067813,0.059673,-0.994330,-0.880408,0.172293,0.715887
120,0.333333,,,,,,,,-0.056111,-0.067805,0.059690,-0.994330,-0.880399,0.172294,0.715888
121,0.336111,,,,,,,,-0.056252,-0.067790,0.059668,-0.994324,-0.880380,0.172244,0.715859
122,0.338889,,,,,,,,-0.056136,-0.067783,0.059691,-0.994330,-0.880398,0.172273,0.715878
123,0.341667,,,,,,,,-0.056135,-0.067769,0.059707,-0.994330,-0.880403,0.172285,0.715888
124,0.344444,,,,,,,,-0.056062,-0.067901,0.059633,-0.994329,-0.880435,0.172298,0.715885
125,0.347222,,,,,,,,-0.056244,-0.067823,0.059638,-0.994324,-0.880385,0.172248,0.715866
126,0.350000,,,,,,,,-0.056142,-0.067804,0.059668,-0.994329,-0.880401,0.172284,0.715888
127,0.352778,,,,,,,,-0.056095,-0.067817,0.059699,-0.994329,-0.880403,0.172296,0.715889
128,0.355556,,,,,,,,-0.056111,-0.067796,0.059690,-0.994330,-0.880404,0.172294,0.715889
129,0.358333,,,,,,,,-0.056059,-0.067915,0.059633,-0.994328,-0.880433,0.172302,0.715887
130,0.361111,,,,,,,,-0.056067,-0.067909,0.059607,-0.994330,-0.880451,0.172304,0.715882
131,0.363889,,,,,,,,-0.056233,-0.067816,0.059671,-0.994323,-0.880391,0.172259,0.715863
132,0.366667,,,,,,,,-0.056137,-0.067812,0.059675,-0.994328,-0.880403,0.172290,0.715883
133,0.369444,,,,,,,,-0.056095,-0.067818,0.059664,-0.994331,-0.880412,0.172293,0.715890
134,0.372222,,,,,,,,-0.056130,-0.067780,0.059673,-0.994331,-0.880408,0.172294,0.715884
135,0.375000,,,,,,,,-0.056115,-0.067789,0.059675,-0.994331,-0.880401,0.172301,0.715884
136,0.377778,,,,,,,,-0.056133,-0.067789,0.059696,-0.994329,-0.880408,0.172299,0.715878
137,0.380556,,,,,,,,-0.056130,-0.067777,0.059695,-0.994330,-0.880398,0.172298,0.715885
138,0.383333,,,,,,,,-0.056235,-0.067823,0.059671,-0.994322,-0.880374,0.172258,0.715861
139,0.386111,,,,,,,,-0.056152,-0.067789,0.059689,-0.994328,-0.880393,0.172280,0.715876
140,0.388889,,,,,,,,-0.056106,-0.067778,0.059686,-0.994332,-0.880396,0.172292,0.715886
141,0.391667,,,,,,,,-0.056131,-0.067780,0.059693,-0.994330,-0.880399,0.172291,0.715883
142,0.394444,,,,,,,,-0.056114,-0.067796,0.059720,-0.994328,-0.880399,0.172297,0.715886
143,0.397222,,,,,,,,-0.056116,-0.067793,0.059676,-0.994331,-0.880399,0.172291,0.715888
144,0.400000,,,,,,,,-0.056049,-0.067908,0.059629,-0.994330,-0.880442,0.172303,0.715882
145,0.402778,,,,,,,,-0.056076,-0.067850,0.059672,-0.994329,-0.880421,0.172293,0.715887
146,0.405556,,,,,,,,-0.056124,-0.067787,0.059687,-0.994330,-0.880404,0.172294,0.715888
147,0.408333,,,,,,,,-0.056116,-0.067801,0.059669,-0.994331,-0.880406,0.172296,0.715891
148,0.411111,,,,,,,,-0.056075,-0.067754,0.059722,-0.994333,-0.880379,0.172279,0.715875
149,0.413889,,,,,,,,-0.056101,-0.067778,0.059692,-0.994332,-0.880392,0.172297,0.715886
150,0.416667,,,,,,,,-0.056097,-0.067805,0.059668,-0.994332,-0.880409,0.172296,0.715889
151,0.419444,,,,,,,,-0.056080,-0.067758,0.059733,-0.994332,-0.880375,0.172275,0.715868
152,0.422222,,,,,,,,-0.056050,-0.067904,0.059639,-0.994329,-0.880427,0.172307,0.715877
153,0.425000,,,,,,,,-0.056085,-0.067850,0.059651,-0.994330,-0.880414,0.172303,0.715892
154,0.427778,,,,,,,,-0.056046,-0.067904,0.059633,-0.994330,-0.880435,0.172306,0.715882
155,0.430556,,,,,,,,-0.056114,-0.067799,0.059676,-0.994331,-0.880412,0.172300,0.715888
156,0.433333,,,,,,,,-0.056131,-0.067775,0.059683,-0.994331,-0.880399,0.172295,0.715889
157,0.436111,,,,,,,,-0.056250,-0.067808,0.059682,-0.994322,-0.880377,0.172256,0.715874
158,0.438889,,,,,,,,-0.056158,-0.067811,0.059677,-0.994327,-0.880401,0.172281,0.715886
159,0.441667,,,,,,,,-0.056137,-0.067781,0.059680,-0.994330,-0.880397,0.172295,0.715886
160,0.444444,,,,,,,,-0.056133,-0.067765,0.059684,-0.994331,-0.880400,0.172295,0.715888
161,0.447222,,,,,,,,-0.056126,-0.067774,0.059689,-0.994331,-0.880401,0.172289,0.715884
162,0.450000,,,,,,,,-0.056130,-0.067776,0.059693,-0.994330,-0.880403,0.172295,0.715889
163,0.452778,,,,,,,,-0.056117,-0.067787,0.059695,-0.994330,-0.880401,0.172292,0.715883
164,0.455556,,,,,,,,-0.056145,-0.067767,0.059687,-0.994330,-0.880401,0.172299,0.715884
165,0.458333,,,,,,,,-0.056142,-0.067766,0.059669,-0.994332,-0.880401,0.172298,0.715884
166,0.461111,,,,,,,,-0.056124,-0.067775,0.059690,-0.994331,-0.880399,0.172298,0.715885
167,0.463889,,,,,,,,-0.056064,-0.067892,0.059621,-0.994330,-0.880433,0.172310,0.715884
168,0.466667,,,,,,,,-0.056156,-0.067964,0.059579,-0.994323,-0.880429,0.172273,0.715863
169,0.469444,,,,,,,,-0.056122,-0.067848,0.059657,-0.994328,-0.880415,0.172285,0.715881
170,0.472222,,,,,,,,-0.056112,-0.067799,0.059678,-0.994331,-0.880404,0.172300,0.715886
171,0.475000,,,,,,,,-0.056124,-0.067782,0.059679,-0.994331,-0.880404,0.172293,0.715887
172,0.477778,,,,,,,,-0.056122,-0.067796,0.059689,-0.994330,-0.880398,0.172293,0.715885
173,0.480556,,,,,,,,-0.056128,-0.067795,0.059673,-0.994330,-0.880396,0.172296,0.715885
174,0.483333,,,,,,,,-0.056113,-0.067791,0.059677,-0.994331,-0.880404,0.172290,0.715892
175,0.486111,,,,,,,,-0.056115,-0.067784,0.059693,-0.994331,-0.880405,0.172286,0.715887
176,0.488889,,,,,,,,-0.056154,-0.067778,0.059624,-0.994333,-0.880430,0.172338,0.715919
177,0.491667,,,,,,,,-0.056135,-0.067808,0.059671,-0.994329,-0.880416,0.172300,0.715895
178,0.494444,,,,,,,,-0.056120,-0.067802,0.059677,-0.994330,-0.880413,0.172284,0.715888
179,0.497222,,,,,,,,-0.056077,-0.067760,0.059719,-0.994333,-0.880380,0.172263,0.715873
180,0.500000,,,,,,,,-0.056106,-0.067778,0.059687,-0.994332,-0.880401,0.172277,0.715882
181,0.502778,,,,,,,,-0.056220,-0.067834,0.059674,-0.994322,-0.880387,0.172252,0.715868
182,0.505556,,,,,,,,-0.056108,-0.067775,0.059719,-0.994330,-0.880373,0.172253,0.715862
183,0.508333,,,,,,,,-0.056096,-0.067803,0.059696,-0.994330,-0.880398,0.172279,0.715885
184,0.511111,,,,,,,,-0.056158,-0.067777,0.059614,-0.994333,-0.880414,0.172350,0.715913
185,0.513889,,,,,,,,-0.056113,-0.067795,0.059648,-0.994333,-0.880408,0.172315,0.715896
186,0.516667,,,,,,,,-0.056098,-0.067820,0.059668,-0.994331,-0.880413,0.172293,0.715890
187,0.519444,,,,,,,,-0.056107,-0.067788,0.059683,-0.994331,-0.880407,0.172297,0.715890
188,0.522222,,,,,,,,-0.056123,-0.067764,0.059664,-0.994333,-0.880402,0.172297,0.715886
189,0.525000,,,,,,,,-0.056117,-0.067775,0.059683,-0.994332,-0.880400,0.172298,0.715884
190,0.527778,,,,,,,,-0.056116,-0.067796,0.059677,-0.994331,-0.880409,0.172298,0.715885
191,0.530556,,,,,,,,-0.056132,-0.067778,0.059680,-0.994331,-0.880405,0.172294,0.715887
192,0.533333,,,,,,,,-0.056129,-0.067807,0.059701,-0.994328,-0.880408,0.172296,0.715889
193,0.536111,,,,,,,,-0.056239,-0.067825,0.059688,-0.994321,-0.880385,0.172263,0.715876
194,0.538889,,,,,,,,-0.056160,-0.067791,0.059678,-0.994328,-0.880397,0.172279,0.715878
195,0.541667,,,,,,,,-0.056107,-0.067809,0.059682,-0.994330,-0.880406,0.172297,0.715889
196,0.544444,,,,,,,,-0.056106,-0.067798,0.059690,-0.994330,-0.880400,0.172293,0.715886
197,0.547222,,,,,,,,-0.056126,-0.067801,0.059702,-0.994328,-0.880397,0.172288,0.715888
198,0.550000,,,,,,,,-0.056135,-0.067800,0.059710,-0.994327,-0.880393,0.172292,0.715892
199,0.552778,,,,,,,,-0.056069,-0.067900,0.059652,-0.994328,-0.880429,0.172303,0.715887
200,0.555556,,,,,,,,-0.056088,-0.067857,0.059663,-0.994329,-0.880419,0.172296,0.715887
201,0.558333,,,,,,,,-0.056130,-0.067795,0.059694,-0.994329,-0.880399,0.172295,0.715889
202,0.561111,,,,,,,,-0.056116,-0.067795,0.059667,-0.994331,-0.880412,0.172289,0.715888
203,0.563889,,,,,,,,-0.056216,-0.067807,0.059669,-0.994325,-0.880385,0.172260,0.715866
204,0.566667,,,,,,,,-0.056133,-0.067819,0.059677,-0.994328,-0.880400,0.172278,0.715879
205,0.569444,,,,,,,,-0.056096,-0.067808,0.059677,-0.994331,-0.880410,0.172296,0.715891
206,0.572222,,,,,,,,-0.056108,-0.067799,0.059679,-0.994331,-0.880406,0.172296,0.715890
207,0.575000,,,,,,,,-0.056122,-0.067782,0.059680,-0.994331,-0.880405,0.172291,0.715890
208,0.577778,,,,,,,,-0.056166,-0.067921,0.059607,-0.994323,-0.880419,0.172260,0.715863
209,0.580556,,,,,,,,-0.056142,-0.067865,0.059652,-0.994326,-0.880415,0.172275,0.715878
210,0.583333,,,,,,,,-0.056126,-0.067736,0.059653,-0.994336,-0.880395,0.172324,0.715896
211,0.586111,,,,,,,,-0.056131,-0.067742,0.059685,-0.994333,-0.880395,0.172309,0.715889
212,0.588889,,,,,,,,-0.056054,-0.067889,0.059627,-0.994331,-0.880435,0.172302,0.715882
213,0.591667,,,,,,,,-0.056111,-0.067820,0.059660,-0.994330,-0.880415,0.172300,0.715886
214,0.594444,,,,,,,,-0.056092,-0.067886,0.059655,-0.994327,-0.880439,0.172301,0.715884
215,0.597222,,,,,,,,-0.056112,-0.067838,0.059692,-0.994327,-0.880421,0.172293,0.715881
216,0.600000,,,,,,,,-0.056140,-0.067783,0.059709,-0.994328,-0.880400,0.172297,0.715885
217,0.602778,,,,,,,,-0.056072,-0.067877,0.059635,-0.994330,-0.880433,0.172303,0.715882
218,0.605556,,,,,,,,-0.056098,-0.067856,0.059684,-0.994327,-0.880415,0.172301,0.715882
219,0.608333,,,,,,,,-0.056137,-0.067784,0.059708,-0.994328,-0.880402,0.172296,0.715884
220,0.611111,,,,,,,,-0.056139,-0.067785,0.059711,-0.994328,-0.880401,0.172291,0.715884
221,0.613889,,,,,,,,-0.056130,-0.067783,0.059691,-0.994330,-0.880405,0.172286,0.715884
222,0.616667,,,,,,,,-0.056129,-0.067786,0.059674,-0.994331,-0.880404,0.172291,0.715892
223,0.619444,,,,,,,,-0.056107,-0.067808,0.059689,-0.994330,-0.880406,0.172292,0.715891
224,0.622222,,,,,,,,-0.056058,-0.067892,0.059627,-0.994330,-0.880441,0.172295,0.715887
225,0.625000,,,,,,,,-0.056206,-0.067852,0.059653,-0.994323,-0.880400,0.172258,0.715871
226,0.627778,,,,,,,,-0.056188,-0.067783,0.059683,-0.994327,-0.880389,0.172277,0.715882
227,0.630556,,,,,,,,-0.056055,-0.067879,0.059619,-0.994332,-0.880436,0.172294,0.715883
228,0.633333,,,,,,,,-0.056083,-0.067832,0.059654,-0.994331,-0.880417,0.172298,0.715886
229,0.636111,,,,,,,,-0.056055,-0.067422,0.059197,-0.994388,-0.880256,0.172367,0.715950
230,0.638889,,,,,,,,-0.056089,-0.067618,0.059441,-0.994358,-0.880339,0.172326,0.715919
231,0.641667,,,,,,,,-0.056118,-0.067792,0.059675,-0.994331,-0.880402,0.172301,0.715890
232,0.644444,,,,,,,,-0.056121,-0.067778,0.059666,-0.994332,-0.880399,0.172298,0.715886
233,0.647222,,,,,,,,-0.056124,-0.067790,0.059702,-0.994329,-0.880401,0.172295,0.715885
234,0.650000,,,,,,,,-0.056116,-0.067803,0.059699,-0.994329,-0.880399,0.172294,0.715882
235,0.652778,,,,,,,,-0.056117,-0.067802,0.059709,-0.994328,-0.880403,0.172298,0.715880
236,0.655556,,,,,,,,-0.056124,-0.067796,0.059693,-0.994329,-0.880409,0.172296,0.715884
237,0.658333,,,,,,,,-0.056118,-0.067799,0.059683,-0.994330,-0.880400,0.172297,0.715886
238,0.661111,,,,,,,,-0.056103,-0.067815,0.059680,-0.994330,-0.880401,0.172300,0.715891
239,0.663889,,,,,,,,-0.056056,-0.067883,0.059615,-0.994332,-0.880434,0.172304,0.715885
240,0.666667,,,,,,,,-0.056089,-0.067835,0.059633,-0.994332,-0.880426,0.172302,0.715889
241,0.669444,,,,,,,,-0.056133,-0.067779,0.059674,-0.994331,-0.880404,0.172302,0.715891
242,0.672222,,,,,,,,-0.056148,-0.067767,0.059689,-0.994330,-0.880399,0.172303,0.715893
243,0.675000,,,,,,,,-0.056073,-0.067869,0.059642,-0.994330,-0.880433,0.172295,0.715881
244,0.677778,,,,,,,,-0.056084,-0.067841,0.059662,-0.994330,-0.880417,0.172301,0.715886
